,iso2,year,Cases,sex,age
8341,DK,1997,5.0,f,45-54
8342,DK,1997,2.0,f,55-64
8343,DK,1997,8.0,f,65
8344,DK,1997,1.0,m,0-14
8345,DK,1997,11.0,m,15-24
8346,DK,1997,19.0,m,25-34
8347,DK,1997,23.0,m,35-44
8348,DK,1997,16.0,m,45-54
8349,DK,1997,6.0,m,55-64
8350,DK,1997,6.0,m,65
8351,DK,1998,1.0,f,0-14
8352,DK,1998,6.0,f,15-24
8353,DK,1998,16.0,f,25-34
8354,DK,1998,8.0,f,35-44
8355,DK,1998,7.0,f,45-54
8356,DK,1998,6.0,f,55-64
8357,DK,1998,6.0,f,65
8358,DK,1998,0.0,m,0-14
8359,DK,1998,7.0,m,15-24
8360,DK,1998,20.0,m,25-34
8361,DK,1998,21.0,m,35-44
8362,DK,1998,18.0,m,45-54
8363,DK,1998,7.0,m,55-64
8364,DK,1998,9.0,m,65
8365,DK,1999,1.0,f,0-14
8366,DK,1999,11.0,f,15-24
8367,DK,1999,18.0,f,25-34
8368,DK,1999,11.0,f,35-44
8369,DK,1999,7.0,f,45-54
8370,DK,1999,8.0,f,55-64
8371,DK,1999,11.0,f,65
8372,DK,1999,4.0,m,0-14
8373,DK,1999,9.0,m,15-24
8374,DK,1999,29.0,m,25-34
8375,DK,1999,23.0,m,35-44
8376,DK,1999,21.0,m,45-54
8377,DK,1999,8.0,m,55-64
8378,DK,1999,9.0,m,65
8379,DK,2000,5.0,f,0-14
8380,DK,2000,16.0,f,15-24
8381,DK,2000,15.0,f,25-34
8382,DK,2000,14.0,f,35-44
8383,DK,2000,6.0,f,45-54
8384,DK,2000,7.0,f,55-64
8385,DK,2000,8.0,f,65
8386,DK,2000,5.0,m,0-14
8387,DK,2000,10.0,m,15-24
8388,DK,2000,20.0,m,25-34
8389,DK,2000,24.0,m,35-44
8390,DK,2000,16.0,m,45-54
8391,DK,2000,11.0,m,55-64
8392,DK,2000,14.0,m,65
8393,DK,2001,5.0,f,0-14
8394,DK,2001,5.0,f,15-24
8395,DK,2001,12.0,f,25-34
8396,DK,2001,13.0,f,35-44
8397,DK,2001,7.0,f,45-54
8398,DK,2001,5.0,f,55-64
8399,DK,2001,3.0,f,65
8400,DK,2001,1.0,m,0-14
8401,DK,2001,10.0,m,15-24
8402,DK,2001,15.0,m,25-34
8403,DK,2001,20.0,m,35-44
8404,DK,2001,15.0,m,45-54
8405,DK,2001,4.0,m,55-64
8406,DK,2001,9.0,m,65
8407,DK,2002,1.0,f,0-14
8408,DK,2002,14.0,f,15-24
8409,DK,2002,17.0,f,25-34
8410,DK,2002,11.0,f,35-44
8411,DK,2002,10.0,f,45-54
8412,DK,2002,2.0,f,55-64
8413,DK,2002,5.0,f,65
8414,DK,2002,2.0,m,0-14
8415,DK,2002,11.0,m,15-24
8416,DK,2002,8.0,m,25-34
8417,DK,2002,25.0,m,35-44
8418,DK,2002,14.0,m,45-54
8419,DK,2002,6.0,m,55-64
8420,DK,2002,9.0,m,65
8421,DK,2003,0.0,f,0-14
8422,DK,2003,6.0,f,15-24
8423,DK,2003,13.0,f,25-34
8424,DK,2003,12.0,f,35-44
8425,DK,2003,6.0,f,45-54
8426,DK,2003,2.0,f,55-64
8427,DK,2003,4.0,f,65
8428,DK,2003,3.0,m,0-14
8429,DK,2003,11.0,m,15-24
8430,DK,2003,20.0,m,25-34
8431,DK,2003,23.0,m,35-44
8432,DK,2003,22.0,m,45-54
8433,DK,2003,12.0,m,55-64
8434,DK,2003,9.0,m,65
8435,DK,2004,2.0,f,0-14
8436,DK,2004,10.0,f,15-24
8437,DK,2004,16.0,f,25-34
8438,DK,2004,10.0,f,35-44
8439,DK,2004,9.0,f,45-54
8440,DK,2004,7.0,f,55-64
8441,DK,2004,2.0,f,65
8442,DK,2004,1.0,m,0-14
8443,DK,2004,6.0,m,15-24
8444,DK,2004,12.0,m,25-34
8445,DK,2004,17.0,m,35-44
8446,DK,2004,27.0,m,45-54
8447,DK,2004,15.0,m,55-64
8448,DK,2004,12.0,m,65
8449,DK,2005,2.0,f,0-14
8450,DK,2005,11.0,f,15-24
8451,DK,2005,5.0,f,25-34
8452,DK,2005,13.0,f,35-44
8453,DK,2005,9.0,f,45-54
8454,DK,2005,3.0,f,55-64
8455,DK,2005,5.0,f,65
8456,DK,2005,0.0,f,unknown
8457,DK,2005,0.0,m,0-14
8458,DK,2005,12.0,m,15-24
8459,DK,2005,12.0,m,25-34
8460,DK,2005,18.0,m,35-44
8461,DK,2005,23.0,m,45-54
8462,DK,2005,9.0,m,55-64
8463,DK,2005,7.0,m,65
8464,DK,2005,0.0,m,unknown
8465,DK,2006,1.0,f,0-14
8466,DK,2006,6.0,f,15-24
8467,DK,2006,12.0,f,25-34
8468,DK,2006,9.0,f,35-44
8469,DK,2006,5.0,f,45-54
8470,DK,2006,5.0,f,55-64
8471,DK,2006,4.0,f,65
8472,DK,2006,0.0,f,unknown
8473,DK,2006,0.0,m,0-14
8474,DK,2006,8.0,m,15-24
8475,DK,2006,13.0,m,25-34
8476,DK,2006,15.0,m,35-44
8477,DK,2006,27.0,m,45-54
8478,DK,2006,10.0,m,55-64
8479,DK,2006,8.0,m,65
8480,DK,2006,0.0,m,unknown
8481,DK,2007,1.0,f,0-14
8482,DK,2007,8.0,f,15-24
8483,DK,2007,12.0,f,25-34
8484,DK,2007,8.0,f,35-44
8485,DK,2007,4.0,f,45-54
8486,DK,2007,5.0,f,55-64
8487,DK,2007,8.0,f,65
8488,DK,2007,0.0,f,unknown
8489,DK,2007,0.0,m,0-14
8490,DK,2007,6.0,m,15-24
8491,DK,2007,12.0,m,25-34
8492,DK,2007,20.0,m,35-44
8493,DK,2007,29.0,m,45-54
8494,DK,2007,16.0,m,55-64
8495,DK,2007,6.0,m,65
8496,DK,2007,0.0,m,unknown
8497,DK,2008,2.0,f,0-14
8498,DK,2008,5.0,f,15-24
8499,DK,2008,7.0,f,25-34
8500,DK,2008,5.0,f,35-44
8501,DK,2008,8.0,f,45-54
8502,DK,2008,4.0,f,55-64
8503,DK,2008,1.0,f,65
8504,DK,2008,0.0,f,unknown
8505,DK,2008,0.0,m,0-14
8506,DK,2008,8.0,m,15-24
8507,DK,2008,15.0,m,25-34
8508,DK,2008,9.0,m,35-44
8509,DK,2008,24.0,m,45-54
8510,DK,2008,10.0,m,55-64
8511,DK,2008,8.0,m,65
8512,DK,2008,0.0,m,unknown
8513,DM,1996,0.0,f,0-14
8514,DM,1996,0.0,f,15-24
8515,DM,1996,1.0,f,25-34
8516,DM,1996,0.0,f,35-44
8517,DM,1996,1.0,f,45-54
8518,DM,1996,0.0,f,55-64
8519,DM,1996,0.0,f,65
8520,DM,1996,0.0,m,0-14
8521,DM,1996,0.0,m,15-24
8522,DM,1996,1.0,m,25-34
8523,DM,1996,2.0,m,35-44
8524,DM,1996,1.0,m,45-54
8525,DM,1996,1.0,m,55-64
8526,DM,1996,0.0,m,65
8527,DM,1997,0.0,f,0-14
8528,DM,1997,0.0,f,15-24
8529,DM,1997,0.0,f,25-34
8530,DM,1997,0.0,f,35-44
8531,DM,1997,1.0,f,45-54
8532,DM,1997,1.0,f,55-64
8533,DM,1997,0.0,f,65
8534,DM,1997,0.0,m,0-14
8535,DM,1997,0.0,m,15-24
8536,DM,1997,0.0,m,25-34
8537,DM,1997,0.0,m,35-44
8538,DM,1997,1.0,m,45-54
8539,DM,1997,1.0,m,55-64
8540,DM,1997,1.0,m,65
8541,DM,1998,0.0,f,0-14
8542,DM,1998,2.0,f,15-24
8543,DM,1998,0.0,f,25-34
8544,DM,1998,1.0,f,35-44
8545,DM,1998,0.0,f,45-54
8546,DM,1998,1.0,f,55-64
8547,DM,1998,0.0,f,65
8548,DM,1998,0.0,m,0-14
8549,DM,1998,0.0,m,15-24
8550,DM,1998,0.0,m,25-34
8551,DM,1998,0.0,m,35-44
8552,DM,1998,1.0,m,45-54
8553,DM,1998,0.0,m,55-64
8554,DM,1998,0.0,m,65
8555,DM,2002,1.0,f,35-44
8556,DM,2002,1.0,m,55-64
8557,DM,2006,0.0,f,0-14
8558,DM,2006,1.0,f,15-24
8559,DM,2006,0.0,f,25-34
8560,DM,2006,1.0,f,35-44
8561,DM,2006,1.0,f,45-54
8562,DM,2006,1.0,f,55-64
8563,DM,2006,0.0,f,65
8564,DM,2006,0.0,m,0-14
8565,DM,2006,0.0,m,15-24
8566,DM,2006,1.0,m,25-34
8567,DM,2006,1.0,m,35-44
8568,DM,2006,0.0,m,45-54
8569,DM,2006,1.0,m,55-64
8570,DM,2006,1.0,m,65
8571,DM,2007,0.0,f,0-14
8572,DM,2007,0.0,f,15-24
8573,DM,2007,0.0,f,25-34
8574,DM,2007,0.0,f,35-44
8575,DM,2007,0.0,f,45-54
8576,DM,2007,1.0,f,55-64
8577,DM,2007,0.0,f,65
8578,DM,2007,0.0,m,0-14
8579,DM,2007,0.0,m,15-24
8580,DM,2007,0.0,m,25-34
8581,DM,2007,1.0,m,35-44
8582,DM,2007,0.0,m,45-54
8583,DM,2007,1.0,m,55-64
8584,DM,2007,0.0,m,65
8585,DM,2008,0.0,f,0-14
8586,DM,2008,0.0,f,15-24
8587,DM,2008,0.0,f,25-34
8588,DM,2008,0.0,f,35-44
8589,DM,2008,0.0,f,45-54
8590,DM,2008,0.0,f,55-64
8591,DM,2008,0.0,f,65
8592,DM,2008,0.0,f,unknown
8593,DM,2008,0.0,m,0-14
8594,DM,2008,0.0,m,15-24
8595,DM,2008,0.0,m,25-34
8596,DM,2008,1.0,m,35-44
8597,DM,2008,2.0,m,45-54
8598,DM,2008,0.0,m,55-64
8599,DM,2008,0.0,m,65
8600,DM,2008,0.0,m,unknown
8601,DO,1996,21.0,f,0-14
8602,DO,1996,178.0,f,15-24
8603,DO,1996,147.0,f,25-34
8604,DO,1996,61.0,f,35-44
8605,DO,1996,44.0,f,45-54
8606,DO,1996,23.0,f,55-64
8607,DO,1996,22.0,f,65
8608,DO,1996,17.0,m,0-14
8609,DO,1996,231.0,m,15-24
8610,DO,1996,262.0,m,25-34
8611,DO,1996,128.0,m,35-44
8612,DO,1996,79.0,m,45-54
8613,DO,1996,45.0,m,55-64
8614,DO,1996,42.0,m,65
8615,DO,1997,53.0,f,0-14
8616,DO,1997,314.0,f,15-24
8617,DO,1997,329.0,f,25-34
8618,DO,1997,171.0,f,35-44
8619,DO,1997,102.0,f,45-54
8620,DO,1997,77.0,f,55-64
8621,DO,1997,56.0,f,65
8622,DO,1997,76.0,m,0-14
8623,DO,1997,450.0,m,15-24
8624,DO,1997,471.0,m,25-34
8625,DO,1997,246.0,m,35-44
8626,DO,1997,145.0,m,45-54
8627,DO,1997,111.0,m,55-64
8628,DO,1997,81.0,m,65
8629,DO,1998,60.0,f,0-14
8630,DO,1998,265.0,f,15-24
8631,DO,1998,247.0,f,25-34
8632,DO,1998,141.0,f,35-44
8633,DO,1998,79.0,f,45-54
8634,DO,1998,73.0,f,55-64
8635,DO,1998,33.0,f,65
8636,DO,1998,62.0,m,0-14
8637,DO,1998,340.0,m,15-24
8638,DO,1998,416.0,m,25-34
8639,DO,1998,184.0,m,35-44
8640,DO,1998,130.0,m,45-54
8641,DO,1998,114.0,m,55-64
8642,DO,1998,50.0,m,65
8643,DO,1999,99.0,f,0-14
8644,DO,1999,363.0,f,15-24
8645,DO,1999,359.0,f,25-34
8646,DO,1999,226.0,f,35-44
8647,DO,1999,160.0,f,45-54
8648,DO,1999,121.0,f,55-64
8649,DO,1999,136.0,f,65
8650,DO,1999,90.0,m,0-14
8651,DO,1999,507.0,m,15-24
8652,DO,1999,485.0,m,25-34
8653,DO,1999,356.0,m,35-44
8654,DO,1999,238.0,m,45-54
8655,DO,1999,166.0,m,55-64
8656,DO,1999,183.0,m,65
8657,DO,2000,65.0,f,0-14
8658,DO,2000,317.0,f,15-24
8659,DO,2000,325.0,f,25-34
8660,DO,2000,212.0,f,35-44
8661,DO,2000,115.0,f,45-54
8662,DO,2000,79.0,f,55-64
8663,DO,2000,75.0,f,65
8664,DO,2000,73.0,m,0-14
8665,DO,2000,410.0,m,15-24
8666,DO,2000,481.0,m,25-34
8667,DO,2000,344.0,m,35-44
8668,DO,2000,173.0,m,45-54
8669,DO,2000,125.0,m,55-64
8670,DO,2000,113.0,m,65
8671,DO,2002,35.0,f,0-14
8672,DO,2002,251.0,f,15-24
8673,DO,2002,241.0,f,25-34
8674,DO,2002,137.0,f,35-44
8675,DO,2002,81.0,f,45-54
8676,DO,2002,49.0,f,55-64
8677,DO,2002,62.0,f,65
8678,DO,2002,39.0,m,0-14
8679,DO,2002,295.0,m,15-24
8680,DO,2002,417.0,m,25-34
8681,DO,2002,270.0,m,35-44
8682,DO,2002,145.0,m,45-54
8683,DO,2002,86.0,m,55-64
8684,DO,2002,71.0,m,65
8685,DO,2003,48.0,f,0-14
8686,DO,2003,301.0,f,15-24
8687,DO,2003,288.0,f,25-34
8688,DO,2003,211.0,f,35-44
8689,DO,2003,116.0,f,45-54
8690,DO,2003,82.0,f,55-64
8691,DO,2003,73.0,f,65
8692,DO,2003,52.0,m,0-14
8693,DO,2003,364.0,m,15-24
8694,DO,2003,518.0,m,25-34
8695,DO,2003,331.0,m,35-44
8696,DO,2003,194.0,m,45-54
8697,DO,2003,116.0,m,55-64
8698,DO,2003,112.0,m,65
8699,DO,2004,39.0,f,0-14
8700,DO,2004,301.0,f,15-24
8701,DO,2004,288.0,f,25-34
8702,DO,2004,177.0,f,35-44
8703,DO,2004,104.0,f,45-54
8704,DO,2004,60.0,f,55-64
8705,DO,2004,44.0,f,65
8706,DO,2004,45.0,m,0-14
8707,DO,2004,391.0,m,15-24
8708,DO,2004,502.0,m,25-34
8709,DO,2004,363.0,m,35-44
8710,DO,2004,180.0,m,45-54
8711,DO,2004,122.0,m,55-64
8712,DO,2004,104.0,m,65
8713,DO,2005,57.0,f,0-14
8714,DO,2005,339.0,f,15-24
8715,DO,2005,332.0,f,25-34
8716,DO,2005,209.0,f,35-44
8717,DO,2005,119.0,f,45-54
8718,DO,2005,72.0,f,55-64
8719,DO,2005,54.0,f,65
8720,DO,2005,43.0,m,0-14
8721,DO,2005,399.0,m,15-24
8722,DO,2005,483.0,m,25-34
8723,DO,2005,386.0,m,35-44
8724,DO,2005,228.0,m,45-54
8725,DO,2005,123.0,m,55-64
8726,DO,2005,105.0,m,65
8727,DO,2006,38.0,f,0-14
8728,DO,2006,287.0,f,15-24
8729,DO,2006,320.0,f,25-34
8730,DO,2006,189.0,f,35-44
8731,DO,2006,106.0,f,45-54
8732,DO,2006,63.0,f,55-64
8733,DO,2006,58.0,f,65
8734,DO,2006,25.0,m,0-14
8735,DO,2006,342.0,m,15-24
8736,DO,2006,480.0,m,25-34
8737,DO,2006,340.0,m,35-44
8738,DO,2006,207.0,m,45-54
8739,DO,2006,111.0,m,55-64
8740,DO,2006,92.0,m,65
8741,DO,2007,29.0,f,0-14
8742,DO,2007,249.0,f,15-24
8743,DO,2007,242.0,f,25-34
8744,DO,2007,174.0,f,35-44
8745,DO,2007,103.0,f,45-54
8746,DO,2007,53.0,f,55-64
8747,DO,2007,43.0,f,65
8748,DO,2007,23.0,m,0-14
8749,DO,2007,290.0,m,15-24
8750,DO,2007,403.0,m,25-34
8751,DO,2007,362.0,m,35-44
8752,DO,2007,209.0,m,45-54
8753,DO,2007,108.0,m,55-64
8754,DO,2007,85.0,m,65
8755,DO,2008,34.0,f,0-14
8756,DO,2008,288.0,f,15-24
8757,DO,2008,272.0,f,25-34
8758,DO,2008,163.0,f,35-44
8759,DO,2008,96.0,f,45-54
8760,DO,2008,55.0,f,55-64
8761,DO,2008,52.0,f,65
8762,DO,2008,0.0,f,unknown
8763,DO,2008,16.0,m,0-14
8764,DO,2008,322.0,m,15-24
8765,DO,2008,398.0,m,25-34
8766,DO,2008,337.0,m,35-44
8767,DO,2008,198.0,m,45-54
8768,DO,2008,122.0,m,55-64
8769,DO,2008,105.0,m,65
8770,DO,2008,0.0,m,unknown
8771,DZ,1997,92.0,f,0-14
8772,DZ,1997,1102.0,f,15-24
8773,DZ,1997,702.0,f,25-34
8774,DZ,1997,405.0,f,35-44
8775,DZ,1997,242.0,f,45-54
8776,DZ,1997,236.0,f,55-64
8777,DZ,1997,356.0,f,65
8778,DZ,1997,659.0,m,0-14
8779,DZ,1997,1422.0,m,15-24
8780,DZ,1997,1982.0,m,25-34
8781,DZ,1997,639.0,m,35-44
8782,DZ,1997,357.0,m,45-54
8783,DZ,1997,312.0,m,55-64
8784,DZ,1997,396.0,m,65
8785,DZ,1999,92.0,f,0-14
8786,DZ,1999,884.0,f,15-24
8787,DZ,1999,621.0,f,25-34
8788,DZ,1999,281.0,f,35-44
8789,DZ,1999,221.0,f,45-54
8790,DZ,1999,243.0,f,55-64
8791,DZ,1999,329.0,f,65
8792,DZ,1999,40.0,m,0-14
8793,DZ,1999,1193.0,m,15-24
8794,DZ,1999,1344.0,m,25-34
8795,DZ,1999,556.0,m,35-44
8796,DZ,1999,706.0,m,45-54
8797,DZ,1999,263.0,m,55-64
8798,DZ,1999,315.0,m,65
8799,DZ,2000,36.0,f,0-14
8800,DZ,2000,1005.0,f,15-24
8801,DZ,2000,1293.0,f,25-34
8802,DZ,2000,746.0,f,35-44
8803,DZ,2000,314.0,f,45-54
8804,DZ,2000,208.0,f,55-64
8805,DZ,2000,312.0,f,65
8806,DZ,2000,59.0,m,0-14
8807,DZ,2000,927.0,m,15-24
8808,DZ,2000,1516.0,m,25-34
8809,DZ,2000,610.0,m,35-44
8810,DZ,2000,491.0,m,45-54
8811,DZ,2000,234.0,m,55-64
8812,DZ,2000,299.0,m,65
8813,DZ,2001,79.0,f,0-14
8814,DZ,2001,1057.0,f,15-24
8815,DZ,2001,782.0,f,25-34
8816,DZ,2001,352.0,f,35-44
8817,DZ,2001,287.0,f,45-54
8818,DZ,2001,280.0,f,55-64
8819,DZ,2001,334.0,f,65
8820,DZ,2001,41.0,m,0-14
8821,DZ,2001,1345.0,m,15-24
8822,DZ,2001,1614.0,m,25-34
8823,DZ,2001,708.0,m,35-44
8824,DZ,2001,401.0,m,45-54
8825,DZ,2001,283.0,m,55-64
8826,DZ,2001,390.0,m,65
8827,DZ,2002,71.0,f,0-14
8828,DZ,2002,1840.0,f,15-24
8829,DZ,2002,730.0,f,25-34
8830,DZ,2002,334.0,f,35-44
8831,DZ,2002,224.0,f,45-54
8832,DZ,2002,217.0,f,55-64
8833,DZ,2002,258.0,f,65
8834,DZ,2002,39.0,m,0-14
8835,DZ,2002,1364.0,m,15-24
8836,DZ,2002,1580.0,m,25-34
8837,DZ,2002,630.0,m,35-44
8838,DZ,2002,406.0,m,45-54
8839,DZ,2002,273.0,m,55-64
8840,DZ,2002,280.0,m,65
8841,DZ,2003,74.0,f,0-14
8842,DZ,2003,1017.0,f,15-24
8843,DZ,2003,702.0,f,25-34
8844,DZ,2003,326.0,f,35-44
8845,DZ,2003,242.0,f,45-54
8846,DZ,2003,241.0,f,55-64
8847,DZ,2003,356.0,f,65
8848,DZ,2003,40.0,m,0-14
8849,DZ,2003,1316.0,m,15-24
8850,DZ,2003,1633.0,m,25-34
8851,DZ,2003,706.0,m,35-44
8852,DZ,2003,429.0,m,45-54
8853,DZ,2003,231.0,m,55-64
8854,DZ,2003,328.0,m,65
8855,DZ,2004,92.0,f,0-14
8856,DZ,2004,1011.0,f,15-24
8857,DZ,2004,798.0,f,25-34
8858,DZ,2004,320.0,f,35-44
8859,DZ,2004,253.0,f,45-54
8860,DZ,2004,227.0,f,55-64
8861,DZ,2004,359.0,f,65
8862,DZ,2004,63.0,m,0-14
8863,DZ,2004,1326.0,m,15-24
8864,DZ,2004,1694.0,m,25-34
8865,DZ,2004,758.0,m,35-44
8866,DZ,2004,434.0,m,45-54
8867,DZ,2004,271.0,m,55-64
8868,DZ,2004,373.0,m,65
8869,DZ,2005,102.0,f,0-14
8870,DZ,2005,1044.0,f,15-24
8871,DZ,2005,820.0,f,25-34
8872,DZ,2005,389.0,f,35-44
8873,DZ,2005,270.0,f,45-54
8874,DZ,2005,229.0,f,55-64
8875,DZ,2005,465.0,f,65
8876,DZ,2005,53.0,m,0-14
8877,DZ,2005,1309.0,m,15-24
8878,DZ,2005,1841.0,m,25-34
8879,DZ,2005,919.0,m,35-44
8880,DZ,2005,473.0,m,45-54
8881,DZ,2005,314.0,m,55-64
8882,DZ,2005,426.0,m,65
8883,DZ,2006,80.0,f,0-14
8884,DZ,2006,971.0,f,15-24
8885,DZ,2006,679.0,f,25-34
8886,DZ,2006,339.0,f,35-44
8887,DZ,2006,223.0,f,45-54
8888,DZ,2006,197.0,f,55-64
8889,DZ,2006,408.0,f,65
8890,DZ,2006,41.0,m,0-14
8891,DZ,2006,1173.0,m,15-24
8892,DZ,2006,1573.0,m,25-34
8893,DZ,2006,692.0,m,35-44
8894,DZ,2006,409.0,m,45-54
8895,DZ,2006,251.0,m,55-64
8896,DZ,2006,360.0,m,65
8897,DZ,2007,109.0,f,0-14
8898,DZ,2007,1031.0,f,15-24
8899,DZ,2007,811.0,f,25-34
8900,DZ,2007,335.0,f,35-44
8901,DZ,2007,273.0,f,45-54
8902,DZ,2007,247.0,f,55-64
8903,DZ,2007,391.0,f,65
8904,DZ,2007,95.0,m,0-14
8905,DZ,2007,1388.0,m,15-24
8906,DZ,2007,1749.0,m,25-34
8907,DZ,2007,813.0,m,35-44
8908,DZ,2007,494.0,m,45-54
8909,DZ,2007,296.0,m,55-64
8910,DZ,2007,407.0,m,65
8911,DZ,2008,150.0,f,0-14
8912,DZ,2008,1263.0,f,15-24
8913,DZ,2008,827.0,f,25-34
8914,DZ,2008,346.0,f,35-44
8915,DZ,2008,256.0,f,45-54
8916,DZ,2008,226.0,f,55-64
8917,DZ,2008,286.0,f,65
8918,DZ,2008,99.0,m,0-14
8919,DZ,2008,1505.0,m,15-24
8920,DZ,2008,1786.0,m,25-34
8921,DZ,2008,794.0,m,35-44
8922,DZ,2008,447.0,m,45-54
8923,DZ,2008,198.0,m,55-64
8924,DZ,2008,463.0,m,65
8925,EC,1998,44.0,f,0-14
8926,EC,1998,290.0,f,15-24
8927,EC,1998,175.0,f,25-34
8928,EC,1998,99.0,f,35-44
8929,EC,1998,169.0,m,0-14
8930,EC,1998,402.0,m,15-24
8931,EC,1998,286.0,m,25-34
8932,EC,1998,58.0,m,35-44
8933,EC,2001,37.0,f,0-14
8934,EC,2001,591.0,f,15-24
8935,EC,2001,584.0,f,25-34
8936,EC,2001,267.0,f,35-44
8937,EC,2001,180.0,f,45-54
8938,EC,2001,208.0,f,55-64
8939,EC,2001,190.0,f,65
8940,EC,2001,39.0,m,0-14
8941,EC,2001,673.0,m,15-24
8942,EC,2001,832.0,m,25-34
8943,EC,2001,269.0,m,35-44
8944,EC,2001,202.0,m,45-54
8945,EC,2001,251.0,m,55-64
8946,EC,2001,116.0,m,65
8947,EC,2003,24.0,f,0-14
8948,EC,2003,217.0,f,15-24
8949,EC,2003,140.0,f,25-34
8950,EC,2003,94.0,f,35-44
8951,EC,2003,56.0,f,45-54
8952,EC,2003,44.0,f,55-64
8953,EC,2003,40.0,f,65
8954,EC,2003,18.0,m,0-14
8955,EC,2003,310.0,m,15-24
8956,EC,2003,266.0,m,25-34
8957,EC,2003,194.0,m,35-44
8958,EC,2003,125.0,m,45-54
8959,EC,2003,75.0,m,55-64
8960,EC,2003,96.0,m,65
8961,EC,2004,108.0,f,0-14
8962,EC,2004,522.0,f,15-24
8963,EC,2004,342.0,f,25-34
8964,EC,2004,268.0,f,35-44
8965,EC,2004,170.0,f,45-54
8966,EC,2004,161.0,f,55-64
8967,EC,2004,120.0,f,65
8968,EC,2004,84.0,m,0-14
8969,EC,2004,732.0,m,15-24
8970,EC,2004,537.0,m,25-34
8971,EC,2004,563.0,m,35-44
8972,EC,2004,265.0,m,45-54
8973,EC,2004,315.0,m,55-64
8974,EC,2004,153.0,m,65
8975,EC,2005,48.0,f,0-14
8976,EC,2005,329.0,f,15-24
8977,EC,2005,305.0,f,25-34
8978,EC,2005,199.0,f,35-44
8979,EC,2005,139.0,f,45-54
8980,EC,2005,85.0,f,55-64
8981,EC,2005,127.0,f,65
8982,EC,2005,48.0,m,0-14
8983,EC,2005,446.0,m,15-24
8984,EC,2005,468.0,m,25-34
8985,EC,2005,308.0,m,35-44
8986,EC,2005,237.0,m,45-54
8987,EC,2005,150.0,m,55-64
8988,EC,2005,159.0,m,65
8989,EC,2006,46.0,f,0-14
8990,EC,2006,321.0,f,15-24
8991,EC,2006,315.0,f,25-34
8992,EC,2006,183.0,f,35-44
8993,EC,2006,143.0,f,45-54
8994,EC,2006,92.0,f,55-64
8995,EC,2006,112.0,f,65
8996,EC,2006,32.0,m,0-14
8997,EC,2006,479.0,m,15-24
8998,EC,2006,496.0,m,25-34
8999,EC,2006,340.0,m,35-44
9000,EC,2006,259.0,m,45-54
9001,EC,2006,181.0,m,55-64
9002,EC,2006,183.0,m,65
9003,EC,2007,57.0,f,0-14
9004,EC,2007,365.0,f,15-24
9005,EC,2007,335.0,f,25-34
9006,EC,2007,198.0,f,35-44
9007,EC,2007,133.0,f,45-54
9008,EC,2007,100.0,f,55-64
9009,EC,2007,123.0,f,65
9010,EC,2007,42.0,m,0-14
9011,EC,2007,555.0,m,15-24
9012,EC,2007,486.0,m,25-34
9013,EC,2007,367.0,m,35-44
9014,EC,2007,282.0,m,45-54
9015,EC,2007,178.0,m,55-64
9016,EC,2007,227.0,m,65
9017,EC,2008,56.0,f,0-14
9018,EC,2008,334.0,f,15-24
9019,EC,2008,331.0,f,25-34
9020,EC,2008,185.0,f,35-44
9021,EC,2008,126.0,f,45-54
9022,EC,2008,107.0,f,55-64
9023,EC,2008,145.0,f,65
9024,EC,2008,32.0,m,0-14
9025,EC,2008,507.0,m,15-24
9026,EC,2008,518.0,m,25-34
9027,EC,2008,372.0,m,35-44
9028,EC,2008,278.0,m,45-54
9029,EC,2008,187.0,m,55-64
9030,EC,2008,202.0,m,65
9031,EE,1996,0.0,f,0-14
9032,EE,1996,10.0,f,15-24
9033,EE,1996,14.0,f,25-34
9034,EE,1996,16.0,f,35-44
9035,EE,1996,5.0,f,45-54
9036,EE,1996,2.0,f,55-64
9037,EE,1996,12.0,f,65
9038,EE,1996,1.0,m,0-14
9039,EE,1996,7.0,m,15-24
9040,EE,1996,34.0,m,25-34
9041,EE,1996,53.0,m,35-44
9042,EE,1996,39.0,m,45-54
9043,EE,1996,28.0,m,55-64
9044,EE,1996,19.0,m,65
9045,EE,1997,0.0,f,0-14
9046,EE,1997,8.0,f,15-24
9047,EE,1997,16.0,f,25-34
9048,EE,1997,17.0,f,35-44
9049,EE,1997,14.0,f,45-54
9050,EE,1997,6.0,f,55-64
9051,EE,1997,12.0,f,65
9052,EE,1997,0.0,m,0-14
9053,EE,1997,4.0,m,15-24
9054,EE,1997,23.0,m,25-34
9055,EE,1997,59.0,m,35-44
9056,EE,1997,53.0,m,45-54
9057,EE,1997,29.0,m,55-64
9058,EE,1997,17.0,m,65
9059,EE,1998,0.0,f,0-14
9060,EE,1998,7.0,f,15-24
9061,EE,1998,7.0,f,25-34
9062,EE,1998,15.0,f,35-44
9063,EE,1998,9.0,f,45-54
9064,EE,1998,7.0,f,55-64
9065,EE,1998,10.0,f,65
9066,EE,1998,0.0,m,0-14
9067,EE,1998,15.0,m,15-24
9068,EE,1998,49.0,m,25-34
9069,EE,1998,60.0,m,35-44
9070,EE,1998,64.0,m,45-54
9071,EE,1998,34.0,m,55-64
9072,EE,1998,22.0,m,65
9073,EE,1999,0.0,f,0-14
9074,EE,1999,8.0,f,15-24
9075,EE,1999,9.0,f,25-34
9076,EE,1999,20.0,f,35-44
9077,EE,1999,16.0,f,45-54
